Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[treatment]	Characteristics[treatment]	Characteristics[enrichment method]	Characteristics[enrichment process]	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[enrichment process]	factor value[treatment]	factor value[treatment]
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 53	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S02_12.raw	cell	enrichment of phosphorylated Protein	control	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 53	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S02_12.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 54	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 54	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	control	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 54	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 55	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	none	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 55	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	control	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 55	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 56	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	cell	enrichment of phosphorylated Protein	none	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	MEK inhibitor trametinib	TIO2	enrichment of phosphorylated Protein	run 56	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	cell	enrichment of phosphorylated Protein	control	MEK inhibitor trametinib
Sample 7	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 56	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140210_KMJ_CCS_MEKi30min_V3_S09_10_11.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 57	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S01.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 57	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S01.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 57	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S01.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 58	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 58	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 58	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S013_14.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 59	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S015.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 59	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S015.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 59	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S015.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 60	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 60	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 60	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S02_12.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 61	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 61	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 61	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	control
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 62	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 62	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984
Sample 8	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 62	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi30min_V3_S07_8.raw	cell	enrichment of phosphorylated Protein	none	control
