Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[ancestry category]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	assay name	Technology Type	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[cell line]
Sample 10	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LanCap	epithelial	no depletion	1	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_LanCap_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_LanCap_5.raw	cell	LanCap
Sample 10	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LanCap	epithelial	no depletion	1	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_LanCap_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_LanCap_6.raw	cell	LanCap
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_1.raw	cell	U2OS
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_2.raw	cell	U2OS
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_3.raw	cell	U2OS
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_4.raw	cell	U2OS
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_5.raw	cell	U2OS
Sample 11	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	1	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100618_Velos1_TaGe_SA_U2OS_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100618_Velos1_TaGe_SA_U2OS_6.raw	cell	U2OS
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_1.raw	cell	LnCap
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_2.raw	cell	LnCap
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_3.raw	cell	LnCap
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_4.raw	cell	LnCap
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_5.raw	cell	LnCap
Sample 12	Homo sapiens	not available	Prostate carcinoma	not available	50Y	not available	Male	LnCap	epithelial	no depletion	2	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_LnCap_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_LnCap_6.raw	cell	LnCap
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_01.raw	cell	MCF7
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_02.raw	cell	MCF7
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_03.raw	cell	MCF7
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_04.raw	cell	MCF7
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_05.raw	cell	MCF7
Sample 13	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	not available	MCF7	epithelial	no depletion	2	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100719_Velos1_TaGe_SA_MCF7_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100719_Velos1_TaGe_SA_MCF7_06.raw	cell	MCF7
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_01.raw	cell	A549
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_02.raw	cell	A549
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_03.raw	cell	A549
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_04.raw	cell	A549
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_05.raw	cell	A549
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	not available	58Y	not available	Male	A549	epithelial	no depletion	2	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_06.raw	cell	A549
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_1.raw	cell	U2OS
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_2.raw	cell	U2OS
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_3.raw	cell	U2OS
