source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file uri]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 33	homo sapiens	astrocytoma	brain	not available	central nervous system	not available	not available	not available	SNB-19	Epithelial	1	no depletion	run 395	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_G06_P001899_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_G06_P001899_B00K_A00_R1.RAW	SNB-19
Sample 33	homo sapiens	astrocytoma	brain	not available	central nervous system	not available	not available	not available	SNB-19	Epithelial	1	no depletion	run 396	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_F05_P001899_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_F05_P001899_B00B_A00_R1.RAW	SNB-19
Sample 33	homo sapiens	astrocytoma	brain	not available	central nervous system	not available	not available	not available	SNB-19	Epithelial	1	no depletion	run 397	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_G05_P001899_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_G05_P001899_B00C_A00_R1.RAW	SNB-19
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 398	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_D12_P001903_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_D12_P001903_B00H_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 399	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_F12_P001903_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_F12_P001903_B00J_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 400	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_H11_P001903_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_H11_P001903_B00D_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 401	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_C12_P001903_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_C12_P001903_B00G_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 402	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_A12_P001903_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_A12_P001903_B00E_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 403	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_E12_P001903_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_E12_P001903_B00I_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 404	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_H12_P001903_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_H12_P001903_B00L_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 405	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_E11_P001903_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_E11_P001903_B00A_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 406	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_G11_P001903_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_G11_P001903_B00C_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 407	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_G12_P001903_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_G12_P001903_B00K_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 408	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_F11_P001903_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_F11_P001903_B00B_A00_R1.RAW	786-0
Sample 34	homo sapiens	renal cell carcinoma	kidney	not available	renal system	58Y	male	Caucasian	786-0	epithelial	1	no depletion	run 409	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00298_B12_P001903_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00298_B12_P001903_B00F_A00_R1.RAW	786-0
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 410	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_C01_P001904_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_C01_P001904_B00C_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 411	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_D01_P001904_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_D01_P001904_B00D_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 412	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_C02_P001904_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_C02_P001904_B00K_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 413	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_H01_P001904_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_H01_P001904_B00H_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 414	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_B02_P001904_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_B02_P001904_B00J_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 415	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_A02_P001904_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_A02_P001904_B00I_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 416	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_A01_P001904_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_A01_P001904_B00A_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 417	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_B01_P001904_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_B01_P001904_B00B_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 418	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_E01_P001904_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_E01_P001904_B00E_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 419	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_F01_P001904_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_F01_P001904_B00F_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 420	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_D02_P001904_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_D02_P001904_B00L_A00_R1.RAW	HL-60
Sample 35	homo sapiens	adult acute myeloid leukemia	blood	not available	bone marrow	36Y	female	Caucasian	HL-60	promyeloblast	1	no depletion	run 421	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_G01_P001904_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_G01_P001904_B00G_A00_R1.RAW	HL-60
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 422	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_E02_P001905_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_E02_P001905_B00A_A00_R1.RAW	SW620
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 423	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_D03_P001905_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_D03_P001905_B00H_A00_R1.RAW	SW620
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 424	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_H03_P001905_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_H03_P001905_B00L_A00_R1.RAW	SW620
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 425	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_A03_P001905_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_A03_P001905_B00E_A00_R1.RAW	SW620
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 426	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_G03_P001905_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_G03_P001905_B00K_A00_R1.RAW	SW620
Sample 36	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	51Y	male	Caucasian	SW620	epithelial	1	no depletion	run 427	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00296_B03_P001905_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00296_B03_P001905_B00F_A00_R1.RAW	SW620
